village,num_hh,totalpop,male_pop,female_pop,hh_size
                PABEGOU ,655,6 488 ,3 212 ,3 276 ,9.9
                PALAMPAGOU ,332,3 279 ,1 782 ,1 497 ,9.9
                TCHAKLERO I ,65,572,283,289,8.8
                TIGNINOUN ,118,1 106 ,531,575,9.4
            ARROND: SINGRE ,1 783 ,17 372 ,8 679 ,8 693 ,9.7
                BISSINRA ,142,1 790 ,864,926,12.6
                DAKPERA ,124,1 141 ,567,574,9.2
,,,,,
,Nombre ménages ,Total ,Masculin ,Féminin ,Taille ménage 
                KARHUM-DORA ,159,1 521 ,801,720,9.6
                KARHUP-MALERO ,190,1 711 ,888,823,9
                KARHUM-YAOUROU ,126,1 506 ,760,746,12
                MAHO ,93,899,449,450,9.7
                NIMOUROU ,185,1 669 ,862,807,9
                PASSANGRE ,70,580,304,276,8.3
                SINGRE ,407,4 009 ,1 920 ,2 089 ,9.9
                TAHO ,287,2 546 ,1 264 ,1 282 ,8.9
            ARROND: COPARGO ,2 896 ,28 605 ,14 226 ,14 379 ,9.9
                COPARGO ,1 304 ,10 973 ,5 316 ,5 657 ,8.4
                GALORA ,450,4 912 ,2 453 ,2 459 ,10.9
                PASSABIA ,428,4 260 ,2 169 ,2 091 ,10
                SATIEKA ,506,5 749 ,2 919 ,2 830 ,11.4
                TCHAKLERO II ,208,2 711 ,1 369 ,1 342 ,13
        COM: DJOUGOU ,34 039 ,267 812 ,133 813 ,133 999 ,7.9
            ARROND: BAREI ,1 628 ,12 849 ,6 386 ,6 463 ,7.9
                ANOUM ,256,2 127 ,1 055 ,1 072 ,8.3
                BANDESSAR ,95,763,397,366,8
                BANDETCHOURI ,71,513,273,240,7.2
                BARE I ,671,4 966 ,2 436 ,2 530 ,7.4
                DANGOUSSAR ,335,2 828 ,1 407 ,1 421 ,8.4
                GONDESSAR ,82,727,351,376,8.9
                SELRA ,118,925,467,458,7.8
            ARROND: BARIENOU ,4 639 ,36 738 ,18 578 ,18 160 ,7.9
                AFATALANGA ,99,838,441,397,8.5
                BARIENOU ,409,3 301 ,1 654 ,1 647 ,8.1
                TOSSAHOU ,346,3 087 ,1 563 ,1 524 ,8.9
                DONGA ,1 883 ,13 775 ,6 916 ,6 859 ,7.3
                GAOUNGA ,1 033 ,8 268 ,4 244 ,4 024 ,8
                GNANSONGA ,138,1 288 ,669,619,9.3
                KOUA ,298,2 460 ,1 205 ,1 255 ,8.3
                MONE ,433,3 721 ,1 886 ,1 835 ,8.6
            ARROND: BELLEFOUNGOU ,690,6 203 ,3 026 ,3 177 ,9
                BELLEFOUNGOU ,417,3 946 ,1 931 ,2 015 ,9.5
                KPEGOUNOU ,55,453,222,231,8.2
                SOSSO ,172,1 387 ,677,710,8.1
                TOLRA ,46,417,196,221,9.1
            ARROND: BOUGOU ,1 330 ,9 505 ,4 573 ,4 932 ,7.1
                BOUGOU I ,611,4 204 ,2 053 ,2 151 ,6.9
                BOUGOU II ,500,3 411 ,1 592 ,1 819 ,6.8
                KPANDOUGA ,96,887,427,460,9.2
                KPAOUYA ,123,1 003 ,501,502,8.2
            ARROND: KOLOKONDE ,3 340 ,28 591 ,14 176 ,14 415 ,8.6
                FOUMBEA ,336,3 368 ,1 594 ,1 774 ,10
                GANGAMOU ,485,3 853 ,1 924 ,1 929 ,7.9
                KOLOKONDE ,1 140 ,9 283 ,4 522 ,4 761 ,8.1
                KPEBOUKO ,758,6 905 ,3 475 ,3 430 ,9.1
                TEBOU ,273,2 347 ,1 221 ,1 126 ,8.6
                YOROSSONGA ,348,2 835 ,1 440 ,1 395 ,8.1
            ARROND: ONKLOU ,3 139 ,24 153 ,12 170 ,11 983 ,7.7
                BAKOU ,1 067 ,8 481 ,4 252 ,4 229 ,7.9
                DANOGOU ,176,1 248 ,651,597,7.1
                DARINGA ,696,4 950 ,2 545 ,2 405 ,7.1
                ONKLOU ,1 200 ,9 474 ,4 722 ,4 752 ,7.9
            ARROND: PATARGO ,3 723 ,27 955 ,13 827 ,14 128 ,7.5
                DABAGOU ,590,4 756 ,2 393 ,2 363 ,8.1
                DEMSIROU ,242,1 827 ,893,934,7.5
                PARTAGO ,2 416 ,18 044 ,8 847 ,9 197 ,7.5
,,,,,
,Nombre ménages ,Total ,Masculin ,Féminin ,Taille ménage 
                TEPREDJISSI ,181,1 395 ,725,670,7.7
                VANHOUI ,294,1 933 ,969,964,6.6
            ARROND: PELEBINA ,1 411 ,11 683 ,5 982 ,5 701 ,8.3
                PELEBINA ,781,5 964 ,3 108 ,2 856 ,7.6
                WASSA ,365,3 658 ,1 769 ,1 889 ,10
                YARAKEOU ,265,2 061 ,1 105 ,956,7.8
            ARROND: SEROU ,1 811 ,15 362 ,7 705 ,7 657 ,8.5
                ALFA-KPARA ,477,3 883 ,1 964 ,1 919 ,8.1
                BOULOUM ,315,2 971 ,1 489 ,1 482 ,9.4
                BOUNVARI ,363,3 126 ,1 581 ,1 545 ,8.6
                DEWA ,242,1 955 ,951,1 004 ,8.1
                SEROU ,414,3 427 ,1 720 ,1 707 ,8.3
            ARROND: DJOUGOU I ,5 230 ,36 296 ,18 140 ,18 156 ,6.9
                FOUNGA ,263,2 210 ,1 129 ,1 081 ,8.4
                GAH ,424,3 274 ,1 621 ,1 653 ,7.7
                KAMOUROU ,173,1 322 ,642,680,7.6
                KILLIR ,401,3 255 ,1 629 ,1 626 ,8.1
                MADINA ,619,3 942 ,1 934 ,2 008 ,6.4
                PETONI-POHO ,609,3 562 ,1 827 ,1 735 ,5.8
                SASSIROU ,657,4 087 ,1 992 ,2 095 ,6.2
                SERLO ,132,1 145 ,585,560,8.7
                SOUBROUKOU ,649,5 477 ,2 743 ,2 734 ,8.4
                TAIFA ,1 039 ,6 542 ,3 296 ,3 246 ,6.3
                ZONGO ,264,1 480 ,742,738,5.6
            ARROND: DJOUGOU II ,3 610 ,30 892 ,15 429 ,15 463 ,8.6
                ALFA ISSA ,427,4 278 ,2 132 ,2 146 ,10
                ANGARADEBOU ,320,2 466 ,1 233 ,1 233 ,7.7
                BASSALA ,267,2 187 ,1 080 ,1 107 ,8.2
                DJAKPINGOU ,270,2 631 ,1 268 ,1 363 ,9.7
                KAKABOUNOUBERI ,208,1 772 ,874,898,8.5
                KPARSI ,104,824,422,402,7.9
                LEMAN BOGOU ,870,7 109 ,3 590 ,3 519 ,8.2
                LEMAN MENDE ,589,4 649 ,2 389 ,2 260 ,7.9
                NALOHOU ,135,1 315 ,633,682,9.7
                TINTIM BONGO ,103,1 053 ,509,544,10.2
                WARGOU ,317,2 608 ,1 299 ,1 309 ,8.2
            ARROND: DJOUGOU III ,3 488 ,27 585 ,13 821 ,13 764 ,7.9
                ANGARA ,62,595,309,286,9.6
                BARAPAPEI ,422,3 302 ,1 612 ,1 690 ,7.8
                BATOULOU ,1 344 ,11 036 ,5 607 ,5 429 ,8.2
                DENDOUGOU ,127,1 151 ,588,563,9.1
                FORMAGAZI ,146,1 540 ,769,771,10.5
                KPAMALANGOU ,115,807,389,418,7
                ZEMBOUGOU BERI ,310,2 802 ,1 378 ,1 424 ,9
                ZOUNTORI ,962,6 352 ,3 169 ,3 183 ,6.6
        COM: OUAKE ,8 221 ,74 289 ,36 816 ,37 473 ,9
            ARROND: BADJOUDE ,1 277 ,12 385 ,6 324 ,6 061 ,9.7
                AKPADE ,146,1 416 ,771,645,9.7
                ALITOKOUM ,60,602,301,301,10
                BADJOUDE ,225,2 140 ,1 053 ,1 087 ,9.5
                BOHOMDO ,117,1 134 ,572,562,9.7
                ITCHODE ,80,625,288,337,7.8
                KADOLASSI ,93,896,480,416,9.6
                KAKPALA ,174,1 777 ,906,871,10.2
                KOMTCHA ,84,804,416,388,9.6
                TALINTA ,185,1 981 ,1 026 ,955,10.7
                TCHITCHAKOU ,113,1 010 ,511,499,8.9
            ARROND: KONDE ,890,8 138 ,3 968 ,4 170 ,9.1
,Nombre ménages ,Total ,Masculin ,Féminin ,Taille ménage 
                AKOUSSITE ,75,599,316,283,8
                ASSODE ,141,1 405 ,696,709,10
                ADJEDE ,149,1 327 ,630,697,8.9
                KOM'DE ,206,1 857 ,881,976,9
                WEKETE ,140,1 432 ,701,731,10.2
                YAMSALE ,179,1 518 ,744,774,8.5
            ARROND: SEMERE I ,1 421 ,13 622 ,6 571 ,7 051 ,9.6
                AGBANDARE ,107,926,421,505,8.7
                BAPARAPE I ,106,1 053 ,511,542,9.9
                DAKA ,335,2 897 ,1 463 ,1 434 ,8.6
                KIM KIM ,247,2 273 ,1 051 ,1 222 ,9.2
                MAMI ,119,1 325 ,652,673,11.1
                OURAMARE ,164,1 645 ,829,816,10
                TCHINGAYARE ,343,3 503 ,1 644 ,1 859 ,10.2
            ARROND: SEMERE II ,1 925 ,16 858 ,8 338 ,8 520 ,8.8
                AWOTOBI ,870,8 262 ,4 186 ,4 076 ,9.5
                GAO ,130,1 153 ,558,595,8.9
                GNANGBAKABIA ,198,1 725 ,829,896,8.7
                KANGNIFELE ,73,566,284,282,7.8
                KPAKPALARE ,135,1 108 ,543,565,8.2
                N'DJAKADA ,137,1 004 ,480,524,7.3
                TROUCARE ,382,3 040 ,1 458 ,1 582 ,8
            ARROND: TCHALINGA ,669,6 027 ,3 073 ,2 954 ,9
                KAWADO ,169,1 382 ,700,682,8.2
                LANDA ,69,706,344,362,10.2
                MADJATOM ,337,3 078 ,1 575 ,1 503 ,9.1
                TCHALINGA ,94,861,454,407,9.2
            ARROND: OUAKE ,2 039 ,17 259 ,8 542 ,8 717 ,8.5
                AWANLA ,205,2 212 ,1 035 ,1 177 ,10.8
                KANTE ,242,2 338 ,1 170 ,1 168 ,9.7
                KASSUA-ALLA ,565,4 359 ,2 157 ,2 202 ,7.7
                KOUKOULOUNDA ,232,1 577 ,762,815,6.8
                KPELOUDE ,115,1 370 ,673,697,11.9
                SOBITE ,159,1 128 ,586,542,7.1
                SONAHOLOU ,127,1 034 ,516,518,8.1
                SONATE ,100,723,385,338,7.2
                TCHALADE ,152,1 321 ,675,646,8.7
                WAKITE ,142,1 197 ,583,614,8.4
 , ,,,,
DEPARTEMENT DU LITTORAL,,,,,
,Nombre ménages ,Total ,Masculin ,Féminin ,Taille ménage 
    DEP: LITTORAL ,166 433 ,679 012 ,325 872 ,353 140 ,4.1
        COM: COTONOU ,166 433 ,679 012 ,325 872 ,353 140 ,4.1
            ARROND: 1er Arrondissement ,13 708 ,57 962 ,28 131 ,29 831 ,4.2
                DANDJI ,1 749 ,7 242 ,3 547 ,3 695 ,4.1
                DONATEN ,619,2 579 ,1 237 ,1 342 ,4.2
                FINAGNON ,1 046 ,4 508 ,2 119 ,2 389 ,4.3
                TCHANHOUNKPAME ,848,3 894 ,1 941 ,1 953 ,4.6
                TOKPLEGBE ,1 575 ,6 531 ,3 255 ,3 276 ,4.1
                AVOTROU ,2 891 ,12 381 ,6 050 ,6 331 ,4.3
                N'VENAMEDE ,830,3 271 ,1 569 ,1 702 ,3.9
                SURU-LERE ,1 357 ,5 462 ,2 592 ,2 870 ,4
                TANTO ,1 441 ,6 198 ,2 987 ,3 211 ,4.3
                YAGBE ,1 352 ,5 896 ,2 834 ,3 062 ,4.4
            ARROND: 2ème Arrondissement ,14 735 ,61 668 ,29 426 ,32 242 ,4.2
                IREDE ,1 189 ,4 464 ,2 172 ,2 292 ,3.8
                KPONDEHOU II ,468,1 934 ,891,1 043 ,4.1
                LOM'NAVA ,639,2 632 ,1 239 ,1 393 ,4.1
                SENANDE I ,983,3 918 ,1 800 ,2 118 ,4
                SENADE II (KOWEGBO) ,1 489 ,6 079 ,2 979 ,3 100 ,4.1
                AHOUASSA ,769,3 203 ,1 536 ,1 667 ,4.2
                GANKPODO ,1 462 ,5 859 ,2 773 ,3 086 ,4
                DJEDJELAYE ,957,3 962 ,1 810 ,2 152 ,4.1
                KPONDEHOU I ,1 738 ,7 233 ,3 361 ,3 872 ,4.2
                MINONTCHOU ,925,3 604 ,1 818 ,1 786 ,3.9
                YENAWA ,2 454 ,11 405 ,5 511 ,5 894 ,4.6
                KOWEGBO ,1 662 ,7 375 ,3 536 ,3 839 ,4.4
            ARROND: 3ème Arrondissement ,16 674 ,69 991 ,33 640 ,36 351 ,4.2
                ADJEGOUNLE ,630,2 689 ,1 305 ,1 384 ,4.3
                ADOGLETA ,1 652 ,6 606 ,3 204 ,3 402 ,4
                GBENONKPO ,533,2 122 ,980,1 142 ,4
                HLACOMEY ,1 106 ,4 744 ,2 335 ,2 409 ,4.3
                KPANKPAN ,1 130 ,4 824 ,2 332 ,2 492 ,4.3
                MIDOMBO ,1 242 ,5 094 ,2 388 ,2 706 ,4.1
                SEGBEYA NORD ,947,4 248 ,1 992 ,2 256 ,4.5
                SEGBEYA SUD ,1 502 ,6 279 ,2 944 ,3 335 ,4.2
                AGBATO ,2 125 ,9 195 ,4 526 ,4 669 ,4.3
                AGBODJEDO ,2 377 ,10 307 ,5 041 ,5 266 ,4.3
                AYELAWADJE I ,987,4 243 ,2 055 ,2 188 ,4.3
                AYELAWADJE II ,1 945 ,7 792 ,3 668 ,4 124 ,4
                FIFATIN ,498,1 848 ,870,978,3.7
            ARROND: 4ème Arrondissement ,9 719 ,36 357 ,17 764 ,18 593 ,3.7
                ENAGNON ,4 181 ,14 788 ,7 487 ,7 301 ,3.5
                FIFADJI HOUTO ,424,1 733 ,869,864,4.1
                SODJATINME CENTRE ,439,1 433 ,663,770,3.3
                SODJATINME EST ,613,2 653 ,1 290 ,1 363 ,4.3
                SODJATINME OUEST ,590,2 070 ,960,1 110 ,3.5
                ABOKICODJI CENTRE ,532,1 975 ,952,1 023 ,3.7
                ABOKICODJI LAGUNE ,292,1 364 ,652,712,4.7
                DEDOKPO ,1 211 ,4 784 ,2 315 ,2 469 ,4
                GBEDJEWIN ,466,1 718 ,798,920,3.7
                MISSESSIN ,588,2 319 ,1 051 ,1 268 ,3.9
                OHE ,383,1 520 ,727,793,4
            ARROND: 5ème Arrondissement ,5 750 ,20 039 ,9 942 ,10 097 ,3.5
                GUINCOME ,445,1 222 ,544,678,2.7
                TOKPA HOHO ,285,870,418,452,3.1
                WLACODJI KPODJI ,326,1 082 ,550,532,3.3
,,,,,
,Nombre ménages ,Total ,Masculin ,Féminin ,Taille ménage 
                WLACODJI PLAGE ,895,3 376 ,1 748 ,1 628 ,3.8
                DOTA ,309,715,383,332,2.3
                GBETO ,367,1 370 ,671,699,3.7
                MIFONGOU ,295,1 176 ,573,603,4
                ZONGO EHUZU ,429,1 796 ,862,934,4.2
                ZONGO NIMA ,206,975,567,408,4.7
                JONQUET ,419,1 543 ,759,784,3.7
                BOCOSSI TOKPA ,322,1 154 ,582,572,3.6
                GBEDOKPO ,470,1 752 ,810,942,3.7
                MISSEBO ,275,727,360,367,2.6
                MISSITE ,492,1 522 ,747,775,3.1
                NOUVEAU PONT ,215,759,368,391,3.5
            ARROND: 6ème Arrondissement ,16 906 ,75 336 ,35 791 ,39 545 ,4.5
                AIDJEDO I ,413,1 597 ,729,868,3.9
                AIDJEDO II ,505,2 122 ,989,1 133 ,4.2
                AIDJEDO III ,1 311 ,5 285 ,2 482 ,2 803 ,4
                AIDJEDO IV ,985,4 027 ,1 959 ,2 068 ,4.1
                AHOUANSORI AGATA ,886,4 101 ,1 922 ,2 179 ,4.6
                AHOUANSORI TOWETA I ,1 577 ,7 933 ,3 884 ,4 049 ,5
                AHOUANSORI TOWETA II ,847,3 969 ,1 922 ,2 047 ,4.7
                GBEDJROMEDE ,675,3 255 ,1 456 ,1 799 ,4.8
                LADJI ,1 352 ,6 959 ,3 495 ,3 464 ,5.1
                DANTOKPA ,295,1 160 ,500,660,3.9
                HINDE I ,1 063 ,4 358 ,1 996 ,2 362 ,4.1
                HINDE II ,915,3 929 ,1 815 ,2 114 ,4.3
                JERICHO ,1 243 ,5 107 ,2 385 ,2 722 ,4.1
                AHOUANSORI AGUE ,574,2 526 ,1 163 ,1 363 ,4.4
                VOSSA ,332,1 327 ,628,699,4
                DJIDJE I ,1 429 ,6 596 ,3 173 ,3 423 ,4.6
                DJIDJE 2 ,1 539 ,6 588 ,3 198 ,3 390 ,4.3
                GBEDJROMEDE II ,965,4 497 ,2 095 ,2 402 ,4.7
            ARROND: 7ème Arrondissement ,6 991 ,27 535 ,12 816 ,14 719 ,3.9
                GBEDOMIDJI (MARO MILITAIRE) ,818,3 188 ,1 489 ,1 699 ,3.9
                GBENAN ,553,2 076 ,973,1 103 ,3.8
                GBEWA (BATITO) ,535,2 072 ,970,1 102 ,3.9
                SEDAMI ,513,1 930 ,918,1 012 ,3.8
                SEDJRO ,198,1 278 ,505,773,6.5
                TODOTE ,283,1 077 ,545,532,3.8
                YEVEDO ,510,1 897 ,927,970,3.7
                DAGBEDJI ,298,1 166 ,531,635,3.9
                ENAGNON ,987,3 613 ,1 716 ,1 897 ,3.7
                FIGNON ,866,3 336 ,1 543 ,1 793 ,3.9
                MISSITE ,857,3 466 ,1 598 ,1 868 ,4
                SEHOGAN ,573,2 436 ,1 101 ,1 335 ,4.3
            ARROND: 8ème Arrondissement ,8 435 ,32 420 ,15 152 ,17 268 ,3.8
                AGBODJEDO ,686,2 592 ,1 202 ,1 390 ,3.8
                AGONTIKON ,993,3 729 ,1 803 ,1 926 ,3.8
                GBEDAGBA ,1 479 ,5 806 ,2 722 ,3 084 ,3.9
                HOUEHOUN ,1 038 ,3 953 ,1 780 ,2 173 ,3.8
                HOUENOUSSOU ,1 156 ,4 393 ,2 068 ,2 325 ,3.8
                MEDEDJRO ,458,1 920 ,895,1 025 ,4.2
                TONATO ,1 496 ,5 540 ,2 581 ,2 959 ,3.7
                MINONKPO ,1 129 ,4 487 ,2 101 ,2 386 ,4
            ARROND: 9ème Arrondissement ,13 521 ,57 691 ,27 506 ,30 185 ,4.3
                FIFADJI ,2 161 ,8 903 ,4 226 ,4 677 ,4.1
                VOSSA KPODJI ,1 028 ,4 753 ,2 348 ,2 405 ,4.6
                ZOGBO ,1 656 ,7 733 ,3 718 ,4 015 ,4.7
                ZOGBOHOUE ,8 676 ,36 302 ,17 214 ,19 088 ,4.2
,Nombre ménages ,Total ,Masculin ,Féminin ,Taille ménage 
            ARROND: 10ème Arrondissement ,9 724 ,38 728 ,18 191 ,20 537 ,4
                GBENONKPO ,1 215 ,5 178 ,2 473 ,2 705 ,4.3
                KOUHOUNOU ,1 648 ,6 400 ,3 062 ,3 338 ,3.9
                MIDEDJI ,1 291 ,4 941 ,2 341 ,2 600 ,3.8
                MISSEKPLE ,1 204 ,4 724 ,2 204 ,2 520 ,3.9
                MISSOGBE ,743,2 898 ,1 316 ,1 582 ,3.9
                VEDOKO ,832,3 478 ,1 582 ,1 896 ,4.2
                YENAWA ,2 791 ,11 109 ,5 213 ,5 896 ,4
            ARROND: 11ème Arrondissement ,8 342 ,34 879 ,17 764 ,17 115 ,4.2
                GBEDIGA I ,411,3 927 ,2 772 ,1 155 ,9.6
                GBEDIGA II ,356,1 454 ,698,756,4.1
                GBEGAMEY I ,560,2 036 ,1 005 ,1 031 ,3.6
                GBEGAMEY II ,611,2 148 ,1 031 ,1 117 ,3.5
                GBEGAMEY III ,550,2 117 ,992,1 125 ,3.8
                GBEGAMEY IV ,899,3 853 ,1 857 ,1 996 ,4.3
                ST JEAN (MIFFONGOU) ,802,3 298 ,1 582 ,1 716 ,4.1
                ALLOBATIN ,487,1 816 ,880,936,3.7
                AYIDOTE ,530,1 859 ,905,954,3.5
                FINAGNON ,733,2 827 ,1 382 ,1 445 ,3.9
                HOUEYIHO I ,783,3 045 ,1 526 ,1 519 ,3.9
                HOUEYIHO II ,1 162 ,4 716 ,2 272 ,2 444 ,4.1
                VODJE CENTRE ,458,1 783 ,862,921,3.9
            ARROND: 12ème Arrondissement ,24 547 ,97 920 ,47 235 ,50 685 ,4
                AIBATIN I ,1 117 ,3 939 ,1 875 ,2 064 ,3.5
                CADJEHOUN I ,976,3 459 ,1 643 ,1 816 ,3.5
                COCOTIER ,408,1 322 ,697,625,3.2
                FIDJROSSE CENTRE ,1 932 ,7 393 ,3 407 ,3 986 ,3.8
                FIDJROSSE KPOTA ,11 751 ,48 282 ,23 499 ,24 783 ,4.1
                FIYEGNON I ,1 531 ,6 211 ,2 961 ,3 250 ,4.1
                FIYEGNON II ,1 518 ,6 815 ,3 231 ,3 584 ,4.5
                AHOUANLEKO ,490,2 309 ,1 303 ,1 006 ,4.7
                CADJEHOUN 2 ,1 181 ,4 736 ,2 233 ,2 503 ,4
                CADJEHOUN 3 ,452,1 672 ,816,856,3.7
                CADJEHOUN 4 ,859,3 283 ,1 548 ,1 735 ,3.8
                CADJEHOUN 5 ,559,1 992 ,899,1 093 ,3.6
                CADJEHOUN KPOTA ,779,2 809 ,1 357 ,1 452 ,3.6
                VODJE KPOTA ,994,3 698 ,1 766 ,1 932 ,3.7
            ARROND: 13ème Arrondissement ,17 381 ,68 486 ,32 514 ,35 972 ,3.9
                AGLA ,11 034 ,44 145 ,20 969 ,23 176 ,4
                AHOGBOHOUE ,1 753 ,6 671 ,3 233 ,3 438 ,3.8
                AIBATIN II ,2 384 ,9 431 ,4 432 ,4 999 ,4
                GBEDEGBE ,972,3 652 ,1 743 ,1 909 ,3.8
                HOUENOUSSOU ,316,1 266 ,589,677,4
                MISSITE ,922,3 321 ,1 548 ,1 773 ,3.6
 , ,,,,
DEPARTEMENT DU MONO,,,,,
,Nombre ménages ,Total ,Masculin ,Féminin ,Taille ménage 
    DEP: MONO ,105 986 ,497 243 ,241 554 ,255 689 ,4.7
        COM: ATHIEME ,12 081 ,56 483 ,27 562 ,28 921 ,4.7
            ARROND: ADOHOUN ,3 549 ,19 356 ,9 487 ,9 869 ,5.5
                ADAME ,248,1 254 ,568,686,5.1
                KPODJI ,459,2 617 ,1 352 ,1 265 ,5.7
                TCHICOMEY ,458,2 332 ,1 159 ,1 173 ,5.1
                AGBOGBOME ,136,591,307,284,4.3
                AGUIDAHOUE ,282,1 799 ,848,951,6.4
                AYOUCOME ,302,1 307 ,663,644,4.3
                KODJI ,328,1 672 ,889,783,5.1
                DEVEDODJI ,186,1 073 ,530,543,5.8
                GLETA ,537,3 116 ,1 473 ,1 643 ,5.8
                SEVOTINOU ,399,2 621 ,1 245 ,1 376 ,6.6
                TOGUIDO ,214,974,453,521,4.6
            ARROND: ATCHANNOU ,2 054 ,8 582 ,4 274 ,4 308 ,4.2
                AKONANA ,143,577,277,300,4
                ALLOUNKOUI ,259,1 188 ,614,574,4.6
                ATCHANNOU ,322,1 329 ,673,656,4.1
                AVEGODOE ,138,687,360,327,5
                GOUDON ,177,734,362,372,4.1
                HOKPAME ,268,1 001 ,480,521,3.7
                HOUEGLE ,146,551,260,291,3.8
                HOUNKPON ,146,652,327,325,4.5
                KONOUHOUE ,151,637,306,331,4.2
                TADOKOME ,304,1 226 ,615,611,4
            ARROND: DEDEKPOE ,955,4 579 ,2 270 ,2 309 ,4.8
                ABLOGANME ,180,862,422,440,4.8
                AHOHO ,401,1 931 ,959,972,4.8
                DEVEME ,174,651,305,346,3.7
                MADEBUI ,89,606,305,301,6.8
                ZEDONOU ,111,529,279,250,4.8
            ARROND: KPINNOU ,2 018 ,8 771 ,4 240 ,4 531 ,4.3
                AVEDJI ,201,788,388,400,3.9
                AZONLIHOUE ,207,884,389,495,4.3
                BOCOHOUE ,210,1 011 ,478,533,4.8
                CONDJI AGNANME ,264,1 150 ,567,583,4.4
                DON AGBODOUGBE ,273,1 225 ,628,597,4.5
                DON CONDJI ,141,625,291,334,4.4
                HAHAME ,331,1 363 ,669,694,4.1
                KPINNOU ,391,1 725 ,830,895,4.4
            ARROND: ATHIEME ,3 505 ,15 195 ,7 291 ,7 904 ,4.3
                ADANLOKPE ,477,1 980 ,956,1 024 ,4.2
                ADJOVE ,157,807,398,409,5.1
                AGBOBADA ,323,1 453 ,682,771,4.5
                AGNIWEDJI ,181,796,393,403,4.4
                ASSEDJI ,352,1 572 ,756,816,4.5
